username,submitted_at,processed_at,type,score,dcr_share,nndr_ratio,qa_report,is_qualified
EugenioTL,2025-06-09 12:02:24.141+00,2025-06-09 12:10:58.02098+00,flat,0.934085,0.504,1.00263,"{""accuracy"": {""overall"": 0.9340855, ""bivariate"": 0.9339285, ""coherence"": null, ""trivariate"": 0.9047803, ""univariate"": 0.9635478, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.137, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.137, ""ims_training"": 0.0, ""nndr_holdout"": 0.318488702539, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.319327766088}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.509, ""cosine_similarity_training_synthetic"": 0.9988358, ""discriminator_auc_training_synthetic"": 0.892}}",t
EugenioTL,2025-06-09 11:01:54.507+00,2025-06-09 11:10:38.465539+00,flat,0.873221,0.508,0.972166,"{""accuracy"": {""overall"": 0.8732212, ""bivariate"": 0.8721163, ""coherence"": null, ""trivariate"": 0.8216813, ""univariate"": 0.925866, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.508, ""dcr_holdout"": 0.215, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.214, ""ims_training"": 0.0, ""nndr_holdout"": 0.517444431561, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.503041701624}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.511, ""cosine_similarity_training_synthetic"": 0.9826875, ""discriminator_auc_training_synthetic"": 0.992}}",t
EugenioTL,2025-06-09 10:48:22.092+00,2025-06-09 10:56:52.396082+00,flat,0.873161,0.505,1.12634,"{""accuracy"": {""overall"": 0.8731606, ""bivariate"": 0.8720489, ""coherence"": null, ""trivariate"": 0.821608, ""univariate"": 0.9258247, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.215, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.214, ""ims_training"": 0.0, ""nndr_holdout"": 0.509076535274, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.573395081724}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.5, ""cosine_similarity_training_synthetic"": 0.9825692, ""discriminator_auc_training_synthetic"": 0.991}}",t
anirbanbasu,2025-06-09 10:23:06.31+00,2025-06-09 10:31:41.693023+00,flat,0.980634,0.505,0.9854,"{""accuracy"": {""overall"": 0.9806338, ""bivariate"": 0.9820094, ""coherence"": null, ""trivariate"": 0.9695409, ""univariate"": 0.9903513, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.098, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.098, ""ims_training"": 0.0, ""nndr_holdout"": 0.093921385416, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.092550113416}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9997166, ""discriminator_auc_training_synthetic"": 0.537}}",t
RishiBhuva7,2025-06-09 10:07:00.87+00,2025-06-09 10:15:43.162054+00,flat,0.711733,0.518,0.990695,"{""accuracy"": {""overall"": 0.7117327, ""bivariate"": 0.7038073, ""coherence"": null, ""trivariate"": 0.599839, ""univariate"": 0.8315517, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.518, ""dcr_holdout"": 0.379, ""dcr_trn_hol"": 0.026, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.378, ""ims_training"": 0.0, ""nndr_holdout"": 0.587203225233, ""nndr_trn_hol"": 0.007498940341, ""nndr_training"": 0.581739278965}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.407882, ""discriminator_auc_training_synthetic"": 1.0}}",t
antoinebon,2025-06-09 09:22:14.545+00,2025-06-09 09:30:29.745486+00,flat,0.981347,0.506,1.15245,"{""accuracy"": {""overall"": 0.9813471, ""bivariate"": 0.9828376, ""coherence"": null, ""trivariate"": 0.9700805, ""univariate"": 0.9911231, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.097, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.096652052897, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.111386911274}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.504, ""cosine_similarity_training_synthetic"": 0.9998492, ""discriminator_auc_training_synthetic"": 0.539}}",t
antoinebon,2025-06-09 08:37:29.381+00,2025-06-09 08:39:45.410383+00,sequential,0.930253,0.505,0.90824,"{""accuracy"": {""overall"": 0.9302533, ""bivariate"": 0.9289213, ""coherence"": 0.9495533, ""trivariate"": 0.886087, ""univariate"": 0.9564518, ""overall_max"": 0.9721521, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883157, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.105, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.104, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000106027, ""nndr_trn_hol"": 0.000000087899, ""nndr_training"": 0.000000096298}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999831, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9973142, ""discriminator_auc_training_synthetic"": 0.62}}",t
antoinebon,2025-06-09 07:54:22.646+00,2025-06-09 07:56:16.753375+00,sequential,0.911496,0.505,1.01751,"{""accuracy"": {""overall"": 0.9114958, ""bivariate"": 0.9057196, ""coherence"": 0.9382397, ""trivariate"": 0.8571786, ""univariate"": 0.9448455, ""overall_max"": 0.9721529, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.988319, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.107, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.001, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.107, ""ims_training"": 0.001, ""nndr_holdout"": 0.000000111839, ""nndr_trn_hol"": 0.000000088494, ""nndr_training"": 0.000000113797}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999824, ""discriminator_auc_training_holdout"": 0.507, ""cosine_similarity_training_synthetic"": 0.9950358, ""discriminator_auc_training_synthetic"": 0.715}}",t
Shariar076,2025-06-09 06:28:43.883+00,2025-06-09 06:37:10.57419+00,flat,0.98047,0.506,0.882972,"{""accuracy"": {""overall"": 0.98047, ""bivariate"": 0.9818823, ""coherence"": null, ""trivariate"": 0.9688094, ""univariate"": 0.9907184, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.096, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.108777621793, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.096047631507}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.497, ""cosine_similarity_training_synthetic"": 0.9997756, ""discriminator_auc_training_synthetic"": 0.562}}",t
tobias-pregler,2025-06-09 00:59:34.008+00,2025-06-09 01:08:07.724832+00,flat,0.981766,0.506,0.94706,"{""accuracy"": {""overall"": 0.9817655, ""bivariate"": 0.9832374, ""coherence"": null, ""trivariate"": 0.9706085, ""univariate"": 0.9914506, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.586, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.585, ""ims_training"": 0.0, ""nndr_holdout"": 0.610446970894, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.578130197499}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.509, ""cosine_similarity_training_synthetic"": 0.9998377, ""discriminator_auc_training_synthetic"": 0.531}}",t
antoinebon,2025-06-08 21:51:57.096+00,2025-06-08 22:00:31.061586+00,flat,0.981772,0.508,1.1581,"{""accuracy"": {""overall"": 0.9817724, ""bivariate"": 0.9833224, ""coherence"": null, ""trivariate"": 0.9703765, ""univariate"": 0.9916181, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.508, ""dcr_holdout"": 0.099, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.098, ""ims_training"": 0.0, ""nndr_holdout"": 0.087492690525, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.101325015186}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.503, ""cosine_similarity_training_synthetic"": 0.9998131, ""discriminator_auc_training_synthetic"": 0.532}}",t
Gandagorn,2025-06-08 19:50:52.651+00,2025-06-08 19:59:10.544873+00,flat,0.96063,0.503,1.10922,"{""accuracy"": {""overall"": 0.9606296, ""bivariate"": 0.9622292, ""coherence"": null, ""trivariate"": 0.9368246, ""univariate"": 0.982835, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.503, ""dcr_holdout"": 0.146, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.146, ""ims_training"": 0.0, ""nndr_holdout"": 0.21445473965, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.237876563103}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.504, ""cosine_similarity_training_synthetic"": 0.9990916, ""discriminator_auc_training_synthetic"": 0.855}}",t
yotsubajehan,2025-06-08 17:06:25.839+00,2025-06-08 17:08:16.314629+00,sequential,0.963624,0.506,0.942848,"{""accuracy"": {""overall"": 0.9636236, ""bivariate"": 0.9688087, ""coherence"": 0.971756, ""trivariate"": 0.9274796, ""univariate"": 0.98645, ""overall_max"": 0.972156, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883313, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.1, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.099, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000102831, ""nndr_trn_hol"": 0.000000088045, ""nndr_training"": 0.000000096954}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999832, ""discriminator_auc_training_holdout"": 0.514, ""cosine_similarity_training_synthetic"": 0.9997297, ""discriminator_auc_training_synthetic"": 0.519}}",t
annacade,2025-06-08 16:47:58.677+00,2025-06-08 16:56:30.269281+00,flat,0.941852,0.511,0.97967,"{""accuracy"": {""overall"": 0.9418517, ""bivariate"": 0.948088, ""coherence"": null, ""trivariate"": 0.8805084, ""univariate"": 0.9969587, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.511, ""dcr_holdout"": 0.36, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.359, ""ims_training"": 0.0, ""nndr_holdout"": 0.744843738858, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.729701270891}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9999787, ""discriminator_auc_training_synthetic"": 1.0}}",t
annacade,2025-06-08 16:45:50.028+00,2025-06-08 16:45:52.925296+00,flat,0.0,,,{},f
annacade,2025-06-08 16:43:42.302+00,2025-06-08 16:43:50.887984+00,flat,0.0,,,{},f
tobias-pregler,2025-06-08 15:27:50.54+00,2025-06-08 15:29:52.677701+00,sequential,0.958774,0.51,1.10768,"{""accuracy"": {""overall"": 0.9587742, ""bivariate"": 0.9625109, ""coherence"": 0.969378, ""trivariate"": 0.9220268, ""univariate"": 0.9811809, ""overall_max"": 0.9721549, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.988327, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.51, ""dcr_holdout"": 0.101, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.1, ""ims_training"": 0.002, ""nndr_holdout"": 0.000000101497, ""nndr_trn_hol"": 0.000000086626, ""nndr_training"": 0.000000112426}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999828, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.9991661, ""discriminator_auc_training_synthetic"": 0.53}}",t
tobias-pregler,2025-06-08 15:09:11.643+00,2025-06-08 15:18:50.69179+00,flat,0.981047,0.506,1.01886,"{""accuracy"": {""overall"": 0.981047, ""bivariate"": 0.9824749, ""coherence"": null, ""trivariate"": 0.9697642, ""univariate"": 0.9909019, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.585, ""dcr_trn_hol"": 0.576, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.584, ""ims_training"": 0.0, ""nndr_holdout"": 0.596271447279, ""nndr_trn_hol"": 0.516718240261, ""nndr_training"": 0.607519805388}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9998158, ""discriminator_auc_training_synthetic"": 0.551}}",t
tobias-pregler,2025-06-08 15:08:10.246+00,2025-06-08 15:10:16.313752+00,sequential,0.954313,0.508,1.0822,"{""accuracy"": {""overall"": 0.954313, ""bivariate"": 0.9561704, ""coherence"": 0.9690327, ""trivariate"": 0.9158499, ""univariate"": 0.9761991, ""overall_max"": 0.9721566, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883337, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.508, ""dcr_holdout"": 0.101, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.1, ""ims_training"": 0.003, ""nndr_holdout"": 0.00000010295, ""nndr_trn_hol"": 0.000000087976, ""nndr_training"": 0.000000111412}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999834, ""discriminator_auc_training_holdout"": 0.504, ""cosine_similarity_training_synthetic"": 0.9992747, ""discriminator_auc_training_synthetic"": 0.546}}",t
Specifik,2025-06-08 14:44:30.944+00,2025-06-08 14:54:00.852413+00,sequential,0.950529,0.51,1.15152,"{""accuracy"": {""overall"": 0.9505285, ""bivariate"": 0.9533607, ""coherence"": 0.963458, ""trivariate"": 0.9130481, ""univariate"": 0.9722473, ""overall_max"": 0.9721581, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883397, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.51, ""dcr_holdout"": 0.102, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.002, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.102, ""ims_training"": 0.002, ""nndr_holdout"": 0.000000098166, ""nndr_trn_hol"": 0.000000086995, ""nndr_training"": 0.00000011304}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999835, ""discriminator_auc_training_holdout"": 0.5, ""cosine_similarity_training_synthetic"": 0.998381, ""discriminator_auc_training_synthetic"": 0.557}}",t
Benels,2025-06-08 14:42:56.927+00,2025-06-08 14:51:42.884798+00,flat,0.960899,0.504,1.0897,"{""accuracy"": {""overall"": 0.960899, ""bivariate"": 0.9615493, ""coherence"": null, ""trivariate"": 0.9418342, ""univariate"": 0.9793135, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.116, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.116, ""ims_training"": 0.0, ""nndr_holdout"": 0.208472679982, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.227173491807}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9996962, ""discriminator_auc_training_synthetic"": 0.733}}",t
Specifik,2025-06-08 14:26:51.291+00,2025-06-08 14:28:48.516729+00,sequential,0.943144,0.505,1.16555,"{""accuracy"": {""overall"": 0.9431441, ""bivariate"": 0.942692, ""coherence"": 0.9605227, ""trivariate"": 0.9018436, ""univariate"": 0.9675182, ""overall_max"": 0.9721551, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883277, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.101, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.1, ""ims_training"": 0.003, ""nndr_holdout"": 0.000000098192, ""nndr_trn_hol"": 0.000000088843, ""nndr_training"": 0.000000114448}, ""similarity"": {""cosine_similarity_training_holdout"": 0.999983, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9994749, ""discriminator_auc_training_synthetic"": 0.577}}",t
Specifik,2025-06-08 14:16:49.934+00,2025-06-08 14:18:58.081929+00,sequential,0.961955,0.507,0.961464,"{""accuracy"": {""overall"": 0.9619548, ""bivariate"": 0.9661902, ""coherence"": 0.9719613, ""trivariate"": 0.9252451, ""univariate"": 0.9844227, ""overall_max"": 0.9721555, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883293, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.1, ""dcr_trn_hol"": 0.095, ""ims_holdout"": 0.003, ""ims_trn_hol"": 0.004, ""dcr_training"": 0.099, ""ims_training"": 0.003, ""nndr_holdout"": 0.00000009643, ""nndr_trn_hol"": 0.000000089455, ""nndr_training"": 0.000000092714}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999836, ""discriminator_auc_training_holdout"": 0.496, ""cosine_similarity_training_synthetic"": 0.9997061, ""discriminator_auc_training_synthetic"": 0.538}}",t
filomba01,2025-06-08 11:56:10.845+00,2025-06-08 12:04:52.936516+00,flat,0.944794,0.505,1.01243,"{""accuracy"": {""overall"": 0.9447945, ""bivariate"": 0.9449306, ""coherence"": null, ""trivariate"": 0.9202737, ""univariate"": 0.9691791, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.505, ""dcr_holdout"": 0.127, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.127, ""ims_training"": 0.0, ""nndr_holdout"": 0.274661452455, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.27807418435}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.501, ""cosine_similarity_training_synthetic"": 0.9991601, ""discriminator_auc_training_synthetic"": 0.809}}",t
Abdulrahman0044,2025-06-08 11:38:33.889+00,2025-06-08 11:47:03.838407+00,flat,0.969617,0.504,1.1071,"{""accuracy"": {""overall"": 0.9696172, ""bivariate"": 0.9704267, ""coherence"": null, ""trivariate"": 0.9553113, ""univariate"": 0.9831136, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.103, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.103, ""ims_training"": 0.0, ""nndr_holdout"": 0.113374952115, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.125517630092}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.502, ""cosine_similarity_training_synthetic"": 0.9990637, ""discriminator_auc_training_synthetic"": 0.614}}",t
filomba01,2025-06-08 08:54:51.559+00,2025-06-08 09:03:30.694975+00,flat,0.888444,0.506,1.05205,"{""accuracy"": {""overall"": 0.8884441, ""bivariate"": 0.8878306, ""coherence"": null, ""trivariate"": 0.8388132, ""univariate"": 0.9386885, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.199, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.199, ""ims_training"": 0.0, ""nndr_holdout"": 0.499269578919, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.525255870221}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.496, ""cosine_similarity_training_synthetic"": 0.9956431, ""discriminator_auc_training_synthetic"": 0.986}}",t
ayajnik,2025-06-08 03:27:54.541+00,2025-06-08 03:36:12.209879+00,flat,0.861984,0.504,1.05137,"{""accuracy"": {""overall"": 0.8619842, ""bivariate"": 0.8618966, ""coherence"": null, ""trivariate"": 0.7997917, ""univariate"": 0.9242642, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.504, ""dcr_holdout"": 0.313, ""dcr_trn_hol"": 0.17, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.313, ""ims_training"": 0.0, ""nndr_holdout"": 0.479745800701, ""nndr_trn_hol"": 0.281350217142, ""nndr_training"": 0.504392251007}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.503, ""cosine_similarity_training_synthetic"": 0.9504767, ""discriminator_auc_training_synthetic"": 0.999}}",t
minghao51,2025-06-08 01:12:19.547+00,2025-06-08 01:22:49.067605+00,sequential,0.900927,0.506,1.91592,"{""accuracy"": {""overall"": 0.9009269, ""bivariate"": 0.8948975, ""coherence"": 0.929359, ""trivariate"": 0.8407029, ""univariate"": 0.9387482, ""overall_max"": 0.9721502, ""bivariate_max"": 0.9744715, ""coherence_max"": 0.9883083, ""trivariate_max"": 0.9346247, ""univariate_max"": 0.9911964}, ""distances"": {""dcr_share"": 0.506, ""dcr_holdout"": 0.002, ""dcr_trn_hol"": 0.001, ""ims_holdout"": 0.009, ""ims_trn_hol"": 0.013, ""dcr_training"": 0.002, ""ims_training"": 0.009, ""nndr_holdout"": 0.000013093493, ""nndr_trn_hol"": 0.000004984089, ""nndr_training"": 0.000025086087}, ""similarity"": {""cosine_similarity_training_holdout"": 0.999982, ""discriminator_auc_training_holdout"": 0.496, ""cosine_similarity_training_synthetic"": 0.9950437, ""discriminator_auc_training_synthetic"": 0.713}}",t
minghao51,2025-06-08 01:12:16.052+00,2025-06-08 01:20:44.495413+00,flat,0.978823,0.507,0.87262,"{""accuracy"": {""overall"": 0.9788233, ""bivariate"": 0.9800651, ""coherence"": null, ""trivariate"": 0.9671371, ""univariate"": 0.9892678, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 0.507, ""dcr_holdout"": 0.097, ""dcr_trn_hol"": 0.089, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.096, ""ims_training"": 0.0, ""nndr_holdout"": 0.102164409356, ""nndr_trn_hol"": 0.054491899705, ""nndr_training"": 0.089150752047}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.505, ""cosine_similarity_training_synthetic"": 0.9998146, ""discriminator_auc_training_synthetic"": 0.553}}",t
ClarkKristopher,2025-06-07 21:37:30.489+00,2025-06-07 21:46:04.920226+00,flat,0.930808,1.0,7.29825e-08,"{""accuracy"": {""overall"": 0.930808, ""bivariate"": 0.9325938, ""coherence"": null, ""trivariate"": 0.8934476, ""univariate"": 0.9663826, ""overall_max"": 0.9901142, ""bivariate_max"": 0.9919642, ""coherence_max"": null, ""trivariate_max"": 0.9814361, ""univariate_max"": 0.9969423}, ""distances"": {""dcr_share"": 1.0, ""dcr_holdout"": 0.215, ""dcr_trn_hol"": 0.215, ""ims_holdout"": 0.0, ""ims_trn_hol"": 0.0, ""dcr_training"": 0.012, ""ims_training"": 0.081, ""nndr_holdout"": 0.3376563134, ""nndr_trn_hol"": 0.314104013989, ""nndr_training"": 0.000000024643}, ""similarity"": {""cosine_similarity_training_holdout"": 0.9999864, ""discriminator_auc_training_holdout"": 0.508, ""cosine_similarity_training_synthetic"": 0.8351035, ""discriminator_auc_training_synthetic"": 0.996}}",f
